frame_index,timestamp,elapsed_ms,num_poses_detected
1542,2026-03-20T01:17:04.865,71.583,1
1543,2026-03-20T01:17:04.940,70.487,1
1544,2026-03-20T01:17:05.021,76.083,1
1545,2026-03-20T01:17:05.100,74.073,1
1546,2026-03-20T01:17:05.180,74.353,1
1547,2026-03-20T01:17:05.256,70.192,1
1548,2026-03-20T01:17:05.332,71.353,1
1549,2026-03-20T01:17:05.409,71.673,1
1550,2026-03-20T01:17:05.485,70.941,1
1551,2026-03-20T01:17:05.563,72.741,1
1552,2026-03-20T01:17:05.643,75.192,1
1553,2026-03-20T01:17:05.718,69.088,1
1554,2026-03-20T01:17:05.793,70.810,1
1555,2026-03-20T01:17:05.872,74.188,1
1556,2026-03-20T01:17:05.947,69.229,1
1557,2026-03-20T01:17:06.023,71.718,1
1558,2026-03-20T01:17:06.105,75.971,1
1559,2026-03-20T01:17:06.183,73.150,1
1560,2026-03-20T01:17:06.261,72.688,1
1561,2026-03-20T01:17:06.341,73.886,1
1562,2026-03-20T01:17:06.421,74.882,1
1563,2026-03-20T01:17:06.501,75.533,1
1564,2026-03-20T01:17:06.579,72.258,1
1565,2026-03-20T01:17:06.656,71.434,1
1566,2026-03-20T01:17:06.730,69.597,1
1567,2026-03-20T01:17:06.807,71.557,1
1568,2026-03-20T01:17:06.889,76.431,1
1569,2026-03-20T01:17:06.971,77.057,1
1570,2026-03-20T01:17:07.060,84.048,1
1571,2026-03-20T01:17:07.145,78.813,1
1572,2026-03-20T01:17:07.229,79.085,1
1573,2026-03-20T01:17:07.312,76.878,1
1574,2026-03-20T01:17:07.392,74.179,1
1575,2026-03-20T01:17:07.473,76.245,1
1576,2026-03-20T01:17:07.548,69.688,1
1577,2026-03-20T01:17:07.627,73.880,1
1578,2026-03-20T01:17:07.705,72.154,1
1579,2026-03-20T01:17:07.781,70.288,1
1580,2026-03-20T01:17:07.858,72.497,1
1581,2026-03-20T01:17:07.941,76.673,1
1582,2026-03-20T01:17:08.022,75.811,1
1583,2026-03-20T01:17:08.104,76.661,1
1584,2026-03-20T01:17:08.188,77.836,1
1585,2026-03-20T01:17:08.268,74.425,1
1586,2026-03-20T01:17:08.347,74.052,1
1587,2026-03-20T01:17:08.425,72.710,1
1588,2026-03-20T01:17:08.502,72.234,1
1589,2026-03-20T01:17:08.578,70.666,1
1590,2026-03-20T01:17:08.654,70.737,1
1591,2026-03-20T01:17:08.735,75.620,1
1592,2026-03-20T01:17:08.811,70.117,1
1593,2026-03-20T01:17:08.887,71.749,1
1594,2026-03-20T01:17:08.964,71.033,1
1595,2026-03-20T01:17:09.046,76.927,1
1596,2026-03-20T01:17:09.122,70.133,1
1597,2026-03-20T01:17:09.199,72.202,1
1598,2026-03-20T01:17:09.281,76.287,1
1599,2026-03-20T01:17:09.362,75.026,1
1600,2026-03-20T01:17:09.437,69.376,1
1601,2026-03-20T01:17:09.512,70.287,1
1602,2026-03-20T01:17:09.585,68.008,1
1603,2026-03-20T01:17:09.663,73.010,1
1604,2026-03-20T01:17:09.738,69.321,1
1605,2026-03-20T01:17:09.814,71.694,1
1606,2026-03-20T01:17:09.889,69.192,1
1607,2026-03-20T01:17:09.959,65.312,1
1608,2026-03-20T01:17:10.040,75.265,1
1609,2026-03-20T01:17:10.116,71.665,1
1610,2026-03-20T01:17:10.191,68.817,1
1611,2026-03-20T01:17:10.255,59.990,1
1612,2026-03-20T01:17:10.333,73.304,1
1613,2026-03-20T01:17:10.407,68.681,1
1614,2026-03-20T01:17:10.485,72.889,1
1615,2026-03-20T01:17:10.563,72.567,1
1616,2026-03-20T01:17:10.638,69.954,1
1617,2026-03-20T01:17:10.717,73.683,1
1618,2026-03-20T01:17:10.791,68.668,1
